gene	TCA	Resp	Ribo	Proteas	Hist	HTH
YPL167C	-1	-1	-1	-1	-1	-1
YPL169C	-1	-1	-1	-1	-1	-1
YPL172C	-1	-1	-1	-1	-1	-1
YPL173W	-1	-1	-1	-1	-1	-1
YPL174C	-1	-1	-1	-1	-1	-1
YPL175W	-1	-1	-1	-1	-1	-1
YPL177C	-1	-1	-1	-1	-1	1
YPL179W	-1	-1	-1	-1	-1	-1
YPL187W	-1	-1	-1	-1	-1	-1
YPL190C	-1	-1	-1	-1	-1	-1
YPL194W	-1	-1	-1	-1	-1	-1
YPL195W	-1	-1	-1	-1	-1	-1
YPL198W	-1	-1	1	-1	-1	-1
YPL204W	-1	-1	-1	-1	-1	-1
YPL210C	-1	-1	-1	-1	-1	-1
YPL211W	-1	-1	-1	-1	-1	-1
YPL212C	-1	-1	-1	-1	-1	-1
YPL214C	-1	-1	-1	-1	-1	-1
YPL215W	-1	-1	-1	-1	-1	-1
YPL218W	-1	-1	-1	-1	-1	-1
YPL219W	-1	-1	-1	-1	-1	-1
YPL220W	-1	-1	1	-1	-1	-1
YPL224C	-1	-1	-1	-1	-1	-1
YPL227C	-1	-1	-1	-1	-1	-1
YPL228W	-1	-1	-1	-1	-1	-1
YPL231W	-1	-1	-1	-1	-1	-1
YPL232W	-1	-1	-1	-1	-1	-1
YPL234C	-1	-1	-1	-1	-1	-1
YPL237W	-1	-1	-1	-1	-1	-1
YPL240C	-1	-1	-1	-1	-1	-1
YPL242C	-1	-1	-1	-1	-1	-1
YPL243W	-1	-1	-1	-1	-1	-1
YPL248C	-1	-1	-1	-1	-1	-1
YPL253C	-1	-1	-1	-1	-1	-1
YPL254W	-1	-1	-1	-1	-1	-1
YPL255W	-1	-1	-1	-1	-1	-1
YPL256C	-1	-1	-1	-1	-1	-1
YPL259C	-1	-1	-1	-1	-1	-1
YPL262W	1	-1	-1	-1	-1	-1
YPL265W	-1	-1	-1	-1	-1	-1
YPL266W	-1	-1	-1	-1	-1	-1
YPL269W	-1	-1	-1	-1	-1	-1
YPL270W	-1	-1	-1	-1	-1	-1
YPL271W	-1	1	-1	-1	-1	-1
YPR001W	1	-1	-1	-1	-1	-1
YPR005C	-1	-1	-1	-1	-1	-1
YPR010C	-1	-1	-1	-1	-1	-1
YPR016C	-1	-1	-1	-1	-1	-1
YPR017C	-1	-1	-1	-1	-1	-1
YPR018W	-1	-1	-1	-1	-1	-1
YPR019W	-1	-1	-1	-1	-1	-1
YPR024W	-1	-1	-1	-1	-1	-1
YPR025C	-1	-1	-1	-1	-1	-1
YPR026W	-1	-1	-1	-1	-1	-1
YPR029C	-1	-1	-1	-1	-1	-1
YPR033C	-1	-1	-1	-1	-1	-1
YPR034W	-1	-1	-1	-1	-1	-1
YPR035W	-1	-1	-1	-1	-1	-1
YPR036W	-1	-1	-1	-1	-1	-1
YPR041W	-1	-1	-1	-1	-1	-1
YPR043W	-1	-1	1	-1	-1	-1
YPR047W	-1	-1	-1	-1	-1	-1
YPR052C	-1	-1	-1	-1	-1	-1
YPR055W	-1	-1	-1	-1	-1	-1
YPR056W	-1	-1	-1	-1	-1	-1
YPR057W	-1	-1	-1	-1	-1	-1
YPR058W	-1	-1	-1	-1	-1	-1
YPR060C	-1	-1	-1	-1	-1	-1
YPR062W	-1	-1	-1	-1	-1	-1
YPR065W	-1	-1	-1	-1	-1	-1
YPR066W	-1	-1	-1	-1	-1	-1
YPR069C	-1	-1	-1	-1	-1	-1
YPR074C	-1	-1	-1	-1	-1	-1
YPR080W	-1	-1	-1	-1	-1	-1
YPR086W	-1	-1	-1	-1	-1	-1
YPR088C	-1	-1	-1	-1	-1	-1
YPR101W	-1	-1	-1	-1	-1	-1
YPR102C	-1	-1	1	-1	-1	-1
YPR103W	-1	-1	-1	1	-1	-1
YPR104C	-1	-1	-1	-1	-1	1
YPR106W	-1	-1	-1	-1	-1	-1
YPR107C	-1	-1	-1	-1	-1	-1
YPR108W	-1	-1	-1	1	-1	-1
YPR110C	-1	-1	-1	-1	-1	-1
YPR111W	-1	-1	-1	-1	-1	-1
YPR113W	-1	-1	-1	-1	-1	-1
YPR119W	-1	-1	-1	-1	-1	-1
YPR120C	-1	-1	-1	-1	-1	-1
YPR122W	-1	-1	-1	-1	-1	-1
YPR124W	-1	-1	-1	-1	-1	-1
YPR129W	-1	-1	-1	-1	-1	-1
YPR132W	-1	-1	1	-1	-1	-1
YPR134W	-1	-1	-1	-1	-1	-1
YPR135W	-1	-1	-1	-1	-1	-1
YPR138C	-1	-1	-1	-1	-1	-1
YPR141C	-1	-1	-1	-1	-1	-1
YPR145W	-1	-1	-1	-1	-1	-1
YPR149W	-1	-1	-1	-1	-1	-1
YPR155C	-1	-1	-1	-1	-1	-1
YPR159W	-1	-1	-1	-1	-1	-1
YPR161C	-1	-1	-1	-1	-1	-1
YPR162C	-1	-1	-1	-1	-1	-1
YPR163C	-1	-1	-1	-1	-1	-1
YPR164W	-1	-1	-1	-1	-1	-1
YPR166C	-1	-1	-1	-1	-1	-1
YPR167C	-1	-1	-1	-1	-1	-1
YPR168W	-1	-1	-1	-1	-1	-1
YPR173C	-1	-1	-1	-1	-1	-1
YPR175W	-1	-1	-1	-1	-1	-1
YPR176C	-1	-1	-1	-1	-1	-1
YPR178W	-1	-1	-1	-1	-1	-1
YPR180W	-1	-1	-1	-1	-1	-1
YPR181C	-1	-1	-1	-1	-1	-1
YPR182W	-1	-1	-1	-1	-1	-1
YPR183W	-1	-1	-1	-1	-1	-1
YPR185W	-1	-1	-1	-1	-1	-1
YPR186C	-1	-1	-1	-1	-1	-1
YPR187W	-1	-1	-1	-1	-1	-1
YPR189W	-1	-1	-1	-1	-1	-1
YPR190C	-1	-1	-1	-1	-1	-1
YPR191W	-1	1	-1	-1	-1	-1
YPR193C	-1	-1	-1	-1	-1	-1
YPR198W	-1	-1	-1	-1	-1	-1
YPR199C	-1	-1	-1	-1	-1	-1
YPR200C	-1	-1	-1	-1	-1	-1
YPR201W	-1	-1	-1	-1	-1	-1
